#,x_cen,y_cen,Cluster,x1,y1,x2,y2,x3,y3,x4,y4,nombre_imagen
4405,322,323,20,283,300,283,345,360,345,360,300,2013-03-11_13_55_09
4406,341,293,11,301,268,301,318,381,318,381,268,2013-03-11_13_55_09
4407,215,111,3,189,97,189,125,241,125,241,97,2013-03-11_13_55_09
4408,355,215,8,325,199,325,231,385,231,385,199,2013-03-11_13_55_09
4409,196,88,19,173,77,173,99,219,99,219,77,2013-03-11_13_55_09
4410,281,122,14,256,110,256,135,307,135,307,110,2013-03-11_13_55_09
4411,239,75,7,215,63,215,88,263,88,263,63,2013-03-11_13_55_09
4412,260,100,5,236,87,236,112,283,112,283,87,2013-03-11_13_55_09
4413,167,53,6,145,41,145,64,188,64,188,41,2013-03-11_13_55_09
4414,189,69,17,163,59,163,79,215,79,215,59,2013-03-11_13_55_09
4415,222,56,9,201,46,201,67,242,67,242,46,2013-03-11_13_55_09
4416,307,245,18,274,224,274,266,340,266,340,224,2013-03-11_14_05_09
4417,393,261,4,355,239,355,283,431,283,431,239,2013-03-11_14_05_09
4418,302,147,13,274,133,274,162,331,162,331,133,2013-03-11_14_05_09
4419,251,169,0,222,154,222,185,280,185,280,154,2013-03-11_14_05_09
4420,270,204,16,240,187,240,222,300,222,300,187,2013-03-11_14_05_09
4421,230,139,12,204,124,204,153,255,153,255,124,2013-03-11_14_05_09
4422,327,181,10,296,164,296,198,358,198,358,164,2013-03-11_14_05_09
4423,341,292,11,301,268,301,317,382,317,382,268,2013-03-11_14_05_09
4424,215,111,3,189,97,189,126,241,126,241,97,2013-03-11_14_05_09
4425,321,323,20,283,301,283,345,360,345,360,301,2013-03-11_14_05_09
4426,355,215,8,325,199,325,231,385,231,385,199,2013-03-11_14_05_09
4427,281,122,14,256,110,256,134,307,134,307,110,2013-03-11_14_05_09
4428,196,88,19,173,77,173,99,219,99,219,77,2013-03-11_14_05_09
4429,239,76,7,215,63,215,88,264,88,264,63,2013-03-11_14_05_09
4430,260,100,5,236,88,236,112,283,112,283,88,2013-03-11_14_05_09
4431,167,53,6,145,41,145,65,189,65,189,41,2013-03-11_14_05_09
4432,184,69,17,163,59,163,78,204,78,204,59,2013-03-11_14_05_09
4433,222,56,9,202,46,202,66,242,66,242,46,2013-03-11_14_05_09
4434,159,35,1,139,25,139,44,178,44,178,25,2013-03-11_14_05_09
4435,307,245,18,274,224,274,266,340,266,340,224,2013-03-11_14_15_09
4436,393,261,4,355,239,355,283,431,283,431,239,2013-03-11_14_15_09
4437,250,169,0,222,153,222,184,278,184,278,153,2013-03-11_14_15_09
4438,270,205,16,240,187,240,222,300,222,300,187,2013-03-11_14_15_09
4439,230,139,12,204,124,204,153,256,153,256,124,2013-03-11_14_15_09
4440,322,323,20,283,300,283,345,361,345,361,300,2013-03-11_14_15_09
4441,327,181,10,296,165,296,198,358,198,358,165,2013-03-11_14_15_09
4442,302,147,13,274,133,274,161,331,161,331,133,2013-03-11_14_15_09
4443,341,294,11,301,268,301,319,380,319,380,268,2013-03-11_14_15_09
4444,355,215,8,325,199,325,231,386,231,386,199,2013-03-11_14_15_09
4445,215,111,3,189,97,189,126,241,126,241,97,2013-03-11_14_15_09
4446,281,123,14,256,110,256,135,307,135,307,110,2013-03-11_14_15_09
4447,196,86,19,172,74,172,98,219,98,219,74,2013-03-11_14_15_09
4448,239,75,7,215,63,215,88,264,88,264,63,2013-03-11_14_15_09
4449,260,100,5,237,88,237,112,283,112,283,88,2013-03-11_14_15_09
4450,167,53,6,145,41,145,65,189,65,189,41,2013-03-11_14_15_09
4451,185,69,17,164,59,164,79,207,79,207,59,2013-03-11_14_15_09
4452,221,56,9,200,47,200,66,242,66,242,47,2013-03-11_14_15_09
4453,159,35,1,140,25,140,44,178,44,178,25,2013-03-11_14_15_09
4454,207,39,2,187,29,187,49,227,49,227,29,2013-03-11_14_15_09
4455,307,245,18,274,224,274,266,340,266,340,224,2013-03-11_14_25_09
4456,393,261,4,355,239,355,283,431,283,431,239,2013-03-11_14_25_09
4457,250,169,0,222,153,222,184,278,184,278,153,2013-03-11_14_25_09
4458,270,205,16,240,187,240,222,300,222,300,187,2013-03-11_14_25_09
4459,230,139,12,204,124,204,153,256,153,256,124,2013-03-11_14_25_09
4460,302,147,13,274,133,274,161,330,161,330,133,2013-03-11_14_25_09
4461,327,181,10,295,164,295,198,358,198,358,164,2013-03-11_14_25_09
4462,341,294,11,301,268,301,319,381,319,381,268,2013-03-11_14_25_09
4463,322,322,20,283,300,283,344,361,344,361,300,2013-03-11_14_25_09
4464,215,111,3,189,97,189,125,241,125,241,97,2013-03-11_14_25_09
4465,355,215,8,325,199,325,231,386,231,386,199,2013-03-11_14_25_09
4466,196,86,19,172,74,172,98,219,98,219,74,2013-03-11_14_25_09
4467,281,122,14,255,110,255,135,307,135,307,110,2013-03-11_14_25_09
4468,240,75,7,216,63,216,88,264,88,264,63,2013-03-11_14_25_09
4469,260,100,5,236,88,236,112,283,112,283,88,2013-03-11_14_25_09
4470,167,53,6,145,41,145,64,189,64,189,41,2013-03-11_14_25_09
4471,190,69,17,163,59,163,79,217,79,217,59,2013-03-11_14_25_09
4472,221,56,9,200,47,200,66,243,66,243,47,2013-03-11_14_25_09
4473,307,245,18,274,224,274,266,341,266,341,224,2013-03-11_14_30_09
4474,393,261,4,355,239,355,283,431,283,431,239,2013-03-11_14_30_09
4475,230,139,12,204,124,204,153,255,153,255,124,2013-03-11_14_30_09
4476,302,147,13,274,133,274,161,331,161,331,133,2013-03-11_14_30_09
4477,270,205,16,240,187,240,223,300,223,300,187,2013-03-11_14_30_09
4478,341,293,11,300,268,300,318,381,318,381,268,2013-03-11_14_30_09
4479,250,169,0,222,153,222,184,277,184,277,153,2013-03-11_14_30_09
4480,326,181,10,294,164,294,198,358,198,358,164,2013-03-11_14_30_09
4481,356,215,8,325,199,325,231,386,231,386,199,2013-03-11_14_30_09
4482,215,111,3,189,97,189,125,241,125,241,97,2013-03-11_14_30_09
4483,322,323,20,283,300,283,345,361,345,361,300,2013-03-11_14_30_09
4484,281,123,14,255,110,255,135,307,135,307,110,2013-03-11_14_30_09
4485,196,86,19,172,74,172,98,219,98,219,74,2013-03-11_14_30_09
4486,240,75,7,215,63,215,88,264,88,264,63,2013-03-11_14_30_09
4487,260,100,5,236,88,236,112,283,112,283,88,2013-03-11_14_30_09
4488,167,53,6,146,41,146,65,189,65,189,41,2013-03-11_14_30_09
4489,149,22,21,131,14,131,30,167,30,167,14,2013-03-11_14_30_09
4490,307,245,18,274,224,274,266,340,266,340,224,2013-03-11_14_35_10
4491,393,261,4,355,239,355,282,431,282,431,239,2013-03-11_14_35_10
4492,250,169,0,222,153,222,185,278,185,278,153,2013-03-11_14_35_10
4493,303,147,13,275,133,275,161,331,161,331,133,2013-03-11_14_35_10
4494,230,138,12,204,123,204,153,255,153,255,123,2013-03-11_14_35_10
4495,270,204,16,240,186,240,223,300,223,300,186,2013-03-11_14_35_10
4496,322,322,20,283,301,283,344,361,344,361,301,2013-03-11_14_35_10
4497,327,181,10,296,164,296,198,358,198,358,164,2013-03-11_14_35_10
4498,355,216,8,325,199,325,232,385,232,385,199,2013-03-11_14_35_10
4499,341,295,11,301,267,301,323,381,323,381,267,2013-03-11_14_35_10
4500,215,111,3,189,96,189,125,242,125,242,96,2013-03-11_14_35_10
4501,282,122,14,256,111,256,134,307,134,307,111,2013-03-11_14_35_10
4502,196,86,19,172,74,172,98,219,98,219,74,2013-03-11_14_35_10
4503,260,100,5,237,87,237,112,283,112,283,87,2013-03-11_14_35_10
4504,240,75,7,215,62,215,88,264,88,264,62,2013-03-11_14_35_10
4505,167,53,6,145,41,145,64,189,64,189,41,2013-03-11_14_35_10
4506,187,68,17,163,57,163,78,212,78,212,57,2013-03-11_14_35_10
4507,393,261,4,354,239,354,283,431,283,431,239,2013-03-11_14_40_10
4508,251,169,0,222,153,222,184,279,184,279,153,2013-03-11_14_40_10
4509,307,245,18,274,224,274,266,341,266,341,224,2013-03-11_14_40_10
4510,321,322,20,282,300,282,344,361,344,361,300,2013-03-11_14_40_10
4511,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_14_40_10
4512,270,204,16,240,186,240,223,300,223,300,186,2013-03-11_14_40_10
4513,302,147,13,274,133,274,161,330,161,330,133,2013-03-11_14_40_10
4514,327,181,10,296,164,296,198,358,198,358,164,2013-03-11_14_40_10
4515,341,293,11,301,267,301,318,381,318,381,267,2013-03-11_14_40_10
4516,355,216,8,324,199,324,233,385,233,385,199,2013-03-11_14_40_10
4517,215,111,3,188,96,188,125,241,125,241,96,2013-03-11_14_40_10
4518,282,122,14,256,111,256,133,308,133,308,111,2013-03-11_14_40_10
4519,260,100,5,236,87,236,113,283,113,283,87,2013-03-11_14_40_10
4520,195,85,19,172,73,172,98,219,98,219,73,2013-03-11_14_40_10
4521,239,76,7,215,63,215,89,264,89,264,63,2013-03-11_14_40_10
4522,167,52,6,145,41,145,63,189,63,189,41,2013-03-11_14_40_10
4523,393,260,4,354,239,354,282,431,282,431,239,2013-03-11_14_45_10
4524,307,244,18,273,224,273,265,340,265,340,224,2013-03-11_14_45_10
4525,251,168,0,222,152,222,185,279,185,279,152,2013-03-11_14_45_10
4526,270,204,16,240,185,240,222,300,222,300,185,2013-03-11_14_45_10
4527,302,147,13,274,132,274,161,330,161,330,132,2013-03-11_14_45_10
4528,327,180,10,296,164,296,197,358,197,358,164,2013-03-11_14_45_10
4529,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_14_45_10
4530,355,216,8,325,199,325,233,385,233,385,199,2013-03-11_14_45_10
4531,341,296,11,301,266,301,326,382,326,382,266,2013-03-11_14_45_10
4532,321,323,20,282,300,282,346,360,346,360,300,2013-03-11_14_45_10
4533,215,110,3,188,96,188,125,241,125,241,96,2013-03-11_14_45_10
4534,282,121,14,256,109,256,133,308,133,308,109,2013-03-11_14_45_10
4535,195,85,19,172,73,172,97,219,97,219,73,2013-03-11_14_45_10
4536,259,100,5,236,87,236,112,283,112,283,87,2013-03-11_14_45_10
4537,239,75,7,215,62,215,88,263,88,263,62,2013-03-11_14_45_10
4538,167,52,6,145,41,145,63,189,63,189,41,2013-03-11_14_45_10
4539,307,244,18,274,223,274,265,340,265,340,223,2013-03-11_14_55_10
4540,393,260,4,354,238,354,282,431,282,431,238,2013-03-11_14_55_10
4541,250,168,0,221,152,221,184,279,184,279,152,2013-03-11_14_55_10
4542,270,203,16,239,185,239,221,300,221,300,185,2013-03-11_14_55_10
4543,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_14_55_10
4544,327,180,10,296,164,296,197,358,197,358,164,2013-03-11_14_55_10
4545,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_14_55_10
4546,322,322,20,282,300,282,344,361,344,361,300,2013-03-11_14_55_10
4547,355,215,8,325,199,325,232,385,232,385,199,2013-03-11_14_55_10
4548,341,292,11,301,266,301,318,381,318,381,266,2013-03-11_14_55_10
4549,215,110,3,189,95,189,124,241,124,241,95,2013-03-11_14_55_10
4550,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_14_55_10
4551,260,99,5,236,86,236,112,283,112,283,86,2013-03-11_14_55_10
4552,239,75,7,215,62,215,88,263,88,263,62,2013-03-11_14_55_10
4553,281,122,14,255,110,255,133,307,133,307,110,2013-03-11_14_55_10
4554,173,66,17,150,54,150,77,197,77,197,54,2013-03-11_14_55_10
4555,207,37,2,186,27,186,48,227,48,227,27,2013-03-11_14_55_10
4556,167,51,6,145,39,145,63,189,63,189,39,2013-03-11_14_55_10
4557,148,21,21,130,14,130,28,166,28,166,14,2013-03-11_14_55_10
4558,199,22,15,178,13,178,30,220,30,220,13,2013-03-11_14_55_10
4559,393,259,4,354,238,354,281,431,281,431,238,2013-03-11_15_05_10
4560,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_05_10
4561,250,168,0,221,152,221,185,279,185,279,152,2013-03-11_15_05_10
4562,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_05_10
4563,270,204,16,239,185,239,222,300,222,300,185,2013-03-11_15_05_10
4564,327,180,10,295,163,295,197,358,197,358,163,2013-03-11_15_05_10
4565,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_15_05_10
4566,322,322,20,282,300,282,344,361,344,361,300,2013-03-11_15_05_10
4567,341,291,11,301,266,301,316,381,316,381,266,2013-03-11_15_05_10
4568,355,215,8,324,198,324,231,385,231,385,198,2013-03-11_15_05_10
4569,281,121,14,256,109,256,133,307,133,307,109,2013-03-11_15_05_10
4570,215,110,3,189,95,189,124,242,124,242,95,2013-03-11_15_05_10
4571,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_15_05_10
4572,239,75,7,214,62,214,88,263,88,263,62,2013-03-11_15_05_10
4573,259,99,5,236,86,236,111,283,111,283,86,2013-03-11_15_05_10
4574,232,56,9,212,46,212,66,251,66,251,46,2013-03-11_15_05_10
4575,392,260,4,354,238,354,281,431,281,431,238,2013-03-11_15_10_10
4576,250,168,0,221,152,221,184,279,184,279,152,2013-03-11_15_10_10
4577,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_10_10
4578,270,204,16,240,185,240,222,300,222,300,185,2013-03-11_15_10_10
4579,326,180,10,295,163,295,197,357,197,357,163,2013-03-11_15_10_10
4580,229,138,12,203,123,203,153,254,153,254,123,2013-03-11_15_10_10
4581,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_10_10
4582,355,215,8,324,198,324,232,385,232,385,198,2013-03-11_15_10_10
4583,342,293,11,301,266,301,321,383,321,383,266,2013-03-11_15_10_10
4584,195,85,19,172,73,172,97,219,97,219,73,2013-03-11_15_10_10
4585,215,109,3,189,95,189,124,242,124,242,95,2013-03-11_15_10_10
4586,313,322,20,281,300,281,344,344,344,344,300,2013-03-11_15_10_10
4587,239,75,7,214,62,214,87,263,87,263,62,2013-03-11_15_10_10
4588,281,121,14,255,109,255,134,307,134,307,109,2013-03-11_15_10_10
4589,260,99,5,236,86,236,111,283,111,283,86,2013-03-11_15_10_10
4590,231,56,9,211,47,211,66,251,66,251,47,2013-03-11_15_10_10
4591,173,66,17,150,55,150,77,196,77,196,55,2013-03-11_15_10_10
4592,392,260,4,354,238,354,281,431,281,431,238,2013-03-11_15_15_10
4593,250,168,0,221,152,221,184,279,184,279,152,2013-03-11_15_15_10
4594,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_15_10
4595,270,204,16,239,185,239,222,301,222,301,185,2013-03-11_15_15_10
4596,229,138,12,203,123,203,153,254,153,254,123,2013-03-11_15_15_10
4597,302,146,13,274,132,274,160,330,160,330,132,2013-03-11_15_15_10
4598,326,180,10,295,164,295,197,357,197,357,164,2013-03-11_15_15_10
4599,355,215,8,325,198,325,232,385,232,385,198,2013-03-11_15_15_10
4600,341,293,11,300,266,300,319,381,319,381,266,2013-03-11_15_15_10
4601,215,110,3,189,95,189,124,242,124,242,95,2013-03-11_15_15_10
4602,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_15_15_10
4603,281,121,14,255,109,255,133,307,133,307,109,2013-03-11_15_15_10
4604,239,75,7,214,62,214,87,263,87,263,62,2013-03-11_15_15_10
4605,313,322,20,281,300,281,344,344,344,344,300,2013-03-11_15_15_10
4606,259,99,5,236,86,236,111,283,111,283,86,2013-03-11_15_15_10
4607,231,56,9,211,47,211,66,251,66,251,47,2013-03-11_15_15_10
4608,393,259,4,354,238,354,281,431,281,431,238,2013-03-11_15_20_10
4609,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_20_10
4610,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_15_20_10
4611,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_20_10
4612,270,204,16,240,185,240,222,300,222,300,185,2013-03-11_15_20_10
4613,251,169,0,221,152,221,185,280,185,280,152,2013-03-11_15_20_10
4614,355,215,8,325,198,325,232,385,232,385,198,2013-03-11_15_20_10
4615,341,291,11,300,266,300,317,381,317,381,266,2013-03-11_15_20_10
4616,281,121,14,255,109,255,133,307,133,307,109,2013-03-11_15_20_10
4617,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_15_20_10
4618,215,110,3,189,95,189,124,242,124,242,95,2013-03-11_15_20_10
4619,239,75,7,214,62,214,88,263,88,263,62,2013-03-11_15_20_10
4620,313,322,20,281,300,281,344,344,344,344,300,2013-03-11_15_20_10
4621,259,99,5,236,86,236,111,283,111,283,86,2013-03-11_15_20_10
4622,231,56,9,212,47,212,66,251,66,251,47,2013-03-11_15_20_10
4623,173,66,17,150,55,150,77,196,77,196,55,2013-03-11_15_20_10
4624,207,37,2,187,27,187,48,227,48,227,27,2013-03-11_15_20_10
4625,392,260,4,354,238,354,282,431,282,431,238,2013-03-11_15_25_11
4626,250,168,0,222,152,222,185,279,185,279,152,2013-03-11_15_25_11
4627,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_25_11
4628,270,204,16,239,185,239,222,300,222,300,185,2013-03-11_15_25_11
4629,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_15_25_11
4630,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_25_11
4631,355,214,8,325,198,325,231,385,231,385,198,2013-03-11_15_25_11
4632,341,292,11,301,266,301,319,382,319,382,266,2013-03-11_15_25_11
4633,326,179,10,297,164,297,194,355,194,355,164,2013-03-11_15_25_11
4634,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_15_25_11
4635,215,110,3,189,95,189,124,242,124,242,95,2013-03-11_15_25_11
4636,281,121,14,255,109,255,133,307,133,307,109,2013-03-11_15_25_11
4637,239,75,7,214,62,214,88,263,88,263,62,2013-03-11_15_25_11
4638,313,322,20,281,300,281,344,345,344,345,300,2013-03-11_15_25_11
4639,259,99,5,236,86,236,111,283,111,283,86,2013-03-11_15_25_11
4640,231,56,9,212,47,212,66,251,66,251,47,2013-03-11_15_25_11
4641,173,66,17,150,54,150,77,197,77,197,54,2013-03-11_15_25_11
4642,229,138,12,203,123,203,153,255,153,255,123,2013-03-11_15_40_11
4643,249,168,0,221,152,221,184,277,184,277,152,2013-03-11_15_40_11
4644,393,260,4,355,240,355,280,430,280,430,240,2013-03-11_15_40_11
4645,307,244,18,273,223,273,265,341,265,341,223,2013-03-11_15_40_11
4646,270,204,16,240,185,240,222,300,222,300,185,2013-03-11_15_40_11
4647,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_40_11
4648,322,322,20,282,300,282,344,361,344,361,300,2013-03-11_15_40_11
4649,341,292,11,301,267,301,316,381,316,381,267,2013-03-11_15_40_11
4650,215,110,3,188,95,188,124,241,124,241,95,2013-03-11_15_40_11
4651,195,85,19,173,74,173,97,218,97,218,74,2013-03-11_15_40_11
4652,326,179,10,297,164,297,193,355,193,355,164,2013-03-11_15_40_11
4653,281,121,14,256,109,256,133,307,133,307,109,2013-03-11_15_40_11
4654,355,211,8,325,190,325,231,385,231,385,190,2013-03-11_15_40_11
4655,259,99,5,236,87,236,111,283,111,283,87,2013-03-11_15_40_11
4656,239,75,7,215,62,215,87,263,87,263,62,2013-03-11_15_40_11
4657,167,51,6,145,40,145,62,188,62,188,40,2013-03-11_15_40_11
4658,179,66,17,158,56,158,76,200,76,200,56,2013-03-11_15_40_11
4659,207,37,2,187,27,187,48,226,48,226,27,2013-03-11_15_40_11
4660,307,244,18,274,223,274,265,340,265,340,223,2013-03-11_15_50_11
4661,249,168,0,221,152,221,184,277,184,277,152,2013-03-11_15_50_11
4662,393,260,4,356,240,356,280,430,280,430,240,2013-03-11_15_50_11
4663,322,322,20,282,300,282,344,361,344,361,300,2013-03-11_15_50_11
4664,270,204,16,240,185,240,222,301,222,301,185,2013-03-11_15_50_11
4665,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_15_50_11
4666,356,216,8,323,197,323,235,389,235,389,197,2013-03-11_15_50_11
4667,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_15_50_11
4668,341,292,11,300,267,300,318,382,318,382,267,2013-03-11_15_50_11
4669,326,178,10,297,163,297,192,355,192,355,163,2013-03-11_15_50_11
4670,196,85,19,172,74,172,97,219,97,219,74,2013-03-11_15_50_11
4671,215,110,3,188,95,188,124,241,124,241,95,2013-03-11_15_50_11
4672,281,121,14,256,109,256,133,307,133,307,109,2013-03-11_15_50_11
4673,239,75,7,215,62,215,87,263,87,263,62,2013-03-11_15_50_11
4674,259,99,5,236,87,236,112,283,112,283,87,2013-03-11_15_50_11
4675,226,55,9,205,45,205,65,248,65,248,45,2013-03-11_15_50_11
4676,180,66,17,158,56,158,77,202,77,202,56,2013-03-11_15_50_11
4677,167,51,6,145,40,145,63,189,63,189,40,2013-03-11_15_50_11
4678,307,244,18,274,223,274,265,340,265,340,223,2013-03-11_16_00_11
4679,393,260,4,355,240,355,280,430,280,430,240,2013-03-11_16_00_11
4680,249,168,0,221,152,221,184,277,184,277,152,2013-03-11_16_00_11
4681,270,204,16,239,185,239,222,300,222,300,185,2013-03-11_16_00_11
4682,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_16_00_11
4683,341,291,11,301,266,301,315,381,315,381,266,2013-03-11_16_00_11
4684,356,216,8,323,197,323,235,389,235,389,197,2013-03-11_16_00_11
4685,230,138,12,204,123,204,152,255,152,255,123,2013-03-11_16_00_11
4686,326,177,10,297,164,297,191,355,191,355,164,2013-03-11_16_00_11
4687,215,110,3,189,95,189,124,241,124,241,95,2013-03-11_16_00_11
4688,196,85,19,173,73,173,97,219,97,219,73,2013-03-11_16_00_11
4689,281,121,14,255,109,255,133,307,133,307,109,2013-03-11_16_00_11
4690,239,75,7,215,62,215,87,263,87,263,62,2013-03-11_16_00_11
4691,259,99,5,236,87,236,111,283,111,283,87,2013-03-11_16_00_11
4692,226,55,9,205,45,205,65,248,65,248,45,2013-03-11_16_00_11
4693,167,51,6,145,40,145,62,188,62,188,40,2013-03-11_16_00_11
4694,180,66,17,159,55,159,76,201,76,201,55,2013-03-11_16_00_11
4695,307,244,18,274,223,274,265,341,265,341,223,2013-03-11_16_05_11
4696,393,260,4,356,240,356,280,430,280,430,240,2013-03-11_16_05_11
4697,250,168,0,221,152,221,184,278,184,278,152,2013-03-11_16_05_11
4698,229,138,12,204,123,204,153,255,153,255,123,2013-03-11_16_05_11
4699,341,291,11,301,267,301,315,381,315,381,267,2013-03-11_16_05_11
4700,270,204,16,240,185,240,222,300,222,300,185,2013-03-11_16_05_11
4701,356,216,8,324,197,324,235,389,235,389,197,2013-03-11_16_05_11
4702,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_16_05_11
4703,326,177,10,297,164,297,191,355,191,355,164,2013-03-11_16_05_11
4704,195,85,19,172,73,172,97,218,97,218,73,2013-03-11_16_05_11
4705,215,110,3,189,96,189,124,241,124,241,96,2013-03-11_16_05_11
4706,281,122,14,255,110,255,134,307,134,307,110,2013-03-11_16_05_11
4707,239,75,7,215,62,215,87,263,87,263,62,2013-03-11_16_05_11
4708,259,99,5,236,86,236,112,283,112,283,86,2013-03-11_16_05_11
4709,226,55,9,205,45,205,65,248,65,248,45,2013-03-11_16_05_11
4710,167,51,6,145,40,145,62,188,62,188,40,2013-03-11_16_05_11
4711,180,66,17,159,55,159,77,201,77,201,55,2013-03-11_16_05_11
4712,249,168,0,221,152,221,184,277,184,277,152,2013-03-11_16_10_12
4713,307,244,18,274,223,274,265,340,265,340,223,2013-03-11_16_10_12
4714,393,260,4,355,240,355,280,430,280,430,240,2013-03-11_16_10_12
4715,229,138,12,204,123,204,152,255,152,255,123,2013-03-11_16_10_12
4716,356,216,8,323,197,323,235,389,235,389,197,2013-03-11_16_10_12
4717,341,291,11,300,267,300,315,381,315,381,267,2013-03-11_16_10_12
4718,270,204,16,240,186,240,222,300,222,300,186,2013-03-11_16_10_12
4719,326,177,10,297,163,297,190,355,190,355,163,2013-03-11_16_10_12
4720,302,146,13,274,132,274,161,330,161,330,132,2013-03-11_16_10_12
4721,278,122,14,252,109,252,135,305,135,305,109,2013-03-11_16_10_12
4722,215,110,3,189,95,189,124,242,124,242,95,2013-03-11_16_10_12
4723,195,85,19,172,74,172,97,218,97,218,74,2013-03-11_16_10_12
4724,259,99,5,236,87,236,111,283,111,283,87,2013-03-11_16_10_12
4725,239,75,7,215,62,215,88,263,88,263,62,2013-03-11_16_10_12
4726,166,51,6,145,40,145,62,188,62,188,40,2013-03-11_16_10_12
4727,179,66,17,158,56,158,77,200,77,200,56,2013-03-11_16_10_12
4728,207,37,2,187,27,187,48,226,48,226,27,2013-03-11_16_10_12
4729,249,168,0,221,152,221,185,277,185,277,152,2013-03-11_16_20_12
4730,222,136,12,192,121,192,151,252,151,252,121,2013-03-11_16_20_12
4731,392,260,4,355,240,355,280,430,280,430,240,2013-03-11_16_20_12
4732,302,146,13,273,132,273,160,330,160,330,132,2013-03-11_16_20_12
4733,307,244,18,274,223,274,265,340,265,340,223,2013-03-11_16_20_12
4734,356,216,8,323,197,323,234,388,234,388,197,2013-03-11_16_20_12
4735,270,203,16,240,185,240,221,300,221,300,185,2013-03-11_16_20_12
4736,340,291,11,300,267,300,315,380,315,380,267,2013-03-11_16_20_12
4737,326,178,10,297,163,297,193,355,193,355,163,2013-03-11_16_20_12
4738,216,110,3,189,95,189,124,242,124,242,95,2013-03-11_16_20_12
4739,195,85,19,172,73,172,97,219,97,219,73,2013-03-11_16_20_12
4740,259,98,5,235,86,235,110,282,110,282,86,2013-03-11_16_20_12
4741,239,74,7,214,62,214,86,263,86,263,62,2013-03-11_16_20_12
4742,179,66,17,158,55,158,76,201,76,201,55,2013-03-11_16_20_12
4743,164,50,6,145,39,145,60,183,60,183,39,2013-03-11_16_20_12
4744,220,56,9,200,46,200,66,241,66,241,46,2013-03-11_16_20_12
4745,393,261,4,356,240,356,281,430,281,430,240,2013-03-11_16_30_12
4746,297,242,18,263,221,263,264,330,264,330,221,2013-03-11_16_30_12
4747,270,204,16,240,185,240,222,301,222,301,185,2013-03-11_16_30_12
4748,251,168,0,222,152,222,184,280,184,280,152,2013-03-11_16_30_12
4749,341,291,11,301,267,301,315,381,315,381,267,2013-03-11_16_30_12
4750,356,216,8,323,197,323,235,389,235,389,197,2013-03-11_16_30_12
4751,326,179,10,297,164,297,193,355,193,355,164,2013-03-11_16_30_12
4752,276,121,14,251,108,251,134,302,134,302,108,2013-03-11_16_30_12
4753,215,110,3,189,95,189,125,242,125,242,95,2013-03-11_16_30_12
4754,196,85,19,172,74,172,97,219,97,219,74,2013-03-11_16_30_12
4755,259,98,5,236,86,236,110,283,110,283,86,2013-03-11_16_30_12
4756,239,75,7,215,62,215,88,263,88,263,62,2013-03-11_16_30_12
4757,221,56,9,200,46,200,66,242,66,242,46,2013-03-11_16_30_12
4758,167,51,6,145,40,145,63,188,63,188,40,2013-03-11_16_30_12
4759,179,66,17,159,55,159,77,199,77,199,55,2013-03-11_16_30_12
4760,206,37,2,185,28,185,47,226,47,226,28,2013-03-11_16_30_12
4761,199,22,15,178,13,178,30,220,30,220,13,2013-03-11_16_30_12
4762,250,167,0,221,152,221,183,278,183,278,152,2013-03-11_16_35_12
4763,393,260,4,355,240,355,281,430,281,430,240,2013-03-11_16_35_12
4764,302,241,18,271,221,271,261,334,261,334,221,2013-03-11_16_35_12
4765,270,204,16,240,186,240,222,300,222,300,186,2013-03-11_16_35_12
4766,341,292,11,301,267,301,316,381,316,381,267,2013-03-11_16_35_12
4767,231,138,12,206,123,206,153,256,153,256,123,2013-03-11_16_35_12
4768,356,216,8,324,197,324,235,389,235,389,197,2013-03-11_16_35_12
4769,326,179,10,297,164,297,194,355,194,355,164,2013-03-11_16_35_12
4770,276,121,14,251,108,251,134,302,134,302,108,2013-03-11_16_35_12
4771,259,98,5,236,87,236,109,283,109,283,87,2013-03-11_16_35_12
